q_id,doc_id,question,answer,doc_path,documents,rationale,reference_figure,paper_title,paper_abstract,caption
spiqa_172,1701.03077v10,"Based on the clustering results in Table 4, which dataset demonstrated the highest relative improvement in AMI when using the gRCC* algorithm compared to the RCC algorithm, and approximately what was the percentage of this improvement?","The gRCC* algorithm achieved the largest relative improvement over the RCC algorithm on the YTF dataset, with a relative improvement of approximately 31.9%.",1701.03077v10.pdf,"['1701.03077v10.pdf', '1707.01917v2.pdf', '1804.07931v2.pdf', '1811.08481v2.pdf', '1804.05995v2.pdf', '1805.02349v2.pdf', '1805.04687v2.pdf', '1612.02803v5.pdf', '1804.04410v2.pdf', '1809.03550v3.pdf']","The table shows the AMI values for both gRCC* and RCC algorithms on various datasets. The ""Rel. Impr."" column shows the relative improvement of gRCC* compared to RCC. By looking at this column, we can identify that the YTF dataset has the highest value (31.9%), indicating the most significant improvement achieved by gRCC*.",1701.03077v10-Table4-1.png,A General and Adaptive Robust Loss Function,"We present a generalization of the Cauchy/Lorentzian, Geman-McClure,
Welsch/Leclerc, generalized Charbonnier, Charbonnier/pseudo-Huber/L1-L2, and L2
loss functions. By introducing robustness as a continuous parameter, our loss
function allows algorithms built around robust loss minimization to be
generalized, which improves performance on basic vision tasks such as
registration and clustering. Interpreting our loss as the negative log of a
univariate density yields a general probability distribution that includes
normal and Cauchy distributions as special cases. This probabilistic
interpretation enables the training of neural networks in which the robustness
of the loss automatically adapts itself during training, which improves
performance on learning-based tasks such as generative image synthesis and
unsupervised monocular depth estimation, without requiring any manual parameter
tuning.",Table 4. Results on the clustering task of [32] where we compare their “RCC” algorithm to our “gRCC*” generalization in terms of AMI on several datasets. We also report the AMI increase of “gRCC*” with respect to “RCC”. Baselines are taken from [32].
spiqa_173,1803.04572v2,"What medications are listed under the Sickle Cell Anemia phenotype in Table 7 of the COPA research paper, where the phenotypes were discovered using the constrained PARAFAC2 method?","According to the table, some common medications used to treat Sickle Cell Anemia include:

Beta-adrenergic agents
Analgesics (narcotics and non-narcotics)
NSAIDs (cyclooxygenase inhibitor - type)
Potassium replacement
Sodium/saline preparations
General inhalation agents
Laxatives and cathartics
IV solutions (dextrose-saline)
Antiemetic/antivertigo agents
Sedative-hypnotics (non-barbiturate)
Glucocorticoids (orally inhaled)
Folic acid preparations
Analgesic narcotic anesthetic adjunct agents",1803.04572v2.pdf,"['1803.04572v2.pdf', '1611.03780v2.pdf', '1705.09882v2.pdf', '1708.03797v1.pdf', '1708.01425v4.pdf', '1612.02803v5.pdf', '1710.01507v4.pdf', '1805.04609v3.pdf', '1705.09966v2.pdf', '1706.00633v4.pdf', '1809.03449v3.pdf', '1805.02349v2.pdf', '1901.00056v2.pdf']","The table presents various phenotypes discovered by the mentioned method, including Sickle Cell Anemia. Under each phenotype, the associated diagnoses and medications are listed. Therefore, by looking at the medications listed under the ""Sickle Cell Anemia"" phenotype, we can identify the common medications used for its treatment.",1803.04572v2-Table7-1.png,COPA: Constrained PARAFAC2 for Sparse & Large Datasets,"PARAFAC2 has demonstrated success in modeling irregular tensors, where the
tensor dimensions vary across one of the modes. An example scenario is modeling
treatments across a set of patients with the varying number of medical
encounters over time. Despite recent improvements on unconstrained PARAFAC2,
its model factors are usually dense and sensitive to noise which limits their
interpretability. As a result, the following open challenges remain: a) various
modeling constraints, such as temporal smoothness, sparsity and non-negativity,
are needed to be imposed for interpretable temporal modeling and b) a scalable
approach is required to support those constraints efficiently for large
datasets. To tackle these challenges, we propose a {\it CO}nstrained {\it
PA}RAFAC2 (COPA) method, which carefully incorporates optimization constraints
such as temporal smoothness, sparsity, and non-negativity in the resulting
factors. To efficiently support all those constraints, COPA adopts a hybrid
optimization framework using alternating optimization and alternating direction
method of multiplier (AO-ADMM). As evaluated on large electronic health record
(EHR) datasets with hundreds of thousands of patients, COPA achieves
significant speedups (up to 36 times faster) over prior PARAFAC2 approaches
that only attempt to handle a subset of the constraints that COPA enables.
Overall, our method outperforms all the baselines attempting to handle a subset
of the constraints in terms of speed, while achieving the same level of
accuracy. Through a case study on temporal phenotyping of medically complex
children, we demonstrate how the constraints imposed by COPA reveal concise
phenotypes and meaningful temporal profiles of patients. The clinical
interpretation of both the phenotypes and the temporal profiles was confirmed
by a medical expert.",Table 7: Phenotypes discovered by COPA . The red color corresponds to diagnosis and blue color corresponds to medication. The meaningfulness of phenotypes endorsed by a medical expert. No additional post-processing was performed on these results.
spiqa_174,1802.07459v2,"Referring to the figure outlining the process of building the Concept Interaction Graph (CIG) in this paper, can you provide the stages from the initial KeyGraph construction to the final Aggregation of matching results, including concept detection, vertex similarity weighting, and various matching techniques?","The different stages involved in constructing the Concept Interaction Graph (CIG) from a pair of documents are: (a) Representation, (b) Encoding, (c) Transformation, and (d) Aggregation.",1802.07459v2.pdf,"['1802.07459v2.pdf', '1606.07384v2.pdf', '1704.07854v4.pdf', '1701.06171v4.pdf', '1704.04539v2.pdf', '1706.00827v2.pdf', '1704.00774v3.pdf', '1704.05426v4.pdf']","The figure shows the different stages involved in constructing the CIG. The first stage, Representation, involves constructing a KeyGraph from the document pair by word co-occurrence and detecting concepts by community detection. The second stage, Encoding, involves getting edge weights by vertex similarities and assigning sentences by similarities. The third stage, Transformation, involves using a Siamese encoder to generate vertex features and a term-based feature extractor to generate vertex features. The fourth stage, Aggregation, involves performing Siamese-based matching, term-based matching, and global matching to generate the final CIG.",1802.07459v2-Figure2-1.png,Matching Article Pairs with Graphical Decomposition and Convolutions,"Identifying the relationship between two articles, e.g., whether two articles
published from different sources describe the same breaking news, is critical
to many document understanding tasks. Existing approaches for modeling and
matching sentence pairs do not perform well in matching longer documents, which
embody more complex interactions between the enclosed entities than a sentence
does. To model article pairs, we propose the Concept Interaction Graph to
represent an article as a graph of concepts. We then match a pair of articles
by comparing the sentences that enclose the same concept vertex through a
series of encoding techniques, and aggregate the matching signals through a
graph convolutional network. To facilitate the evaluation of long article
matching, we have created two datasets, each consisting of about 30K pairs of
breaking news articles covering diverse topics in the open domain. Extensive
evaluations of the proposed methods on the two datasets demonstrate significant
improvements over a wide range of state-of-the-art methods for natural language
matching.",An overview of our approach for constructing the Concept Interaction Graph (CIG) from a pair of documents and classifying it by Graph Convolutional Networks.
spiqa_175,1812.00281v3,"What are the specific stages of HUMBI body and cloth reconstruction, as shown in the figure, starting from the input image (Ibody) to the final cloth model fitting (Mcloth)?","The different stages of HUMBI body and cloth reconstruction are: 
1. Input image of the person (Ibody)
2. Keypoint estimation (Kbody)
3. Occupancy map generation (Obody)
4. Body model fitting (Mbody)
5. Cloth model fitting (Mcloth)",1812.00281v3.pdf,"['1812.00281v3.pdf', '1811.06635v1.pdf', '1803.03467v4.pdf', '1803.06506v3.pdf', '1802.07459v2.pdf', '1805.02349v2.pdf', '1811.10673v1.pdf', '1706.00827v2.pdf', '1701.03077v10.pdf', '1708.00160v2.pdf', '1705.09296v2.pdf']","The figure shows the different stages of HUMBI body and cloth reconstruction. The input image is first used to estimate the keypoints of the body. These keypoints are then used to generate an occupancy map, which is a 3D representation of the body. The body model is then fitted to the occupancy map, and finally, the cloth model is fitted to the body model.",1812.00281v3-Figure11-1.png,HUMBI: A Large Multiview Dataset of Human Body Expressions,"This paper presents a new large multiview dataset called HUMBI for human body
expressions with natural clothing. The goal of HUMBI is to facilitate modeling
view-specific appearance and geometry of gaze, face, hand, body, and garment
from assorted people. 107 synchronized HD cameras are used to capture 772
distinctive subjects across gender, ethnicity, age, and physical condition.
With the multiview image streams, we reconstruct high fidelity body expressions
using 3D mesh models, which allows representing view-specific appearance using
their canonical atlas. We demonstrate that HUMBI is highly effective in
learning and reconstructing a complete human model and is complementary to the
existing datasets of human body expressions with limited views and subjects
such as MPII-Gaze, Multi-PIE, Human3.6M, and Panoptic Studio datasets.",HUMBI body and cloth reconstruction results.
spiqa_176,1708.01425v4,"Based on the methodology shown in the figure, what are the distinct phases involved in reconstructing implicit warrants for argument reasoning comprehension from news comments, including sampling, annotating, and validating stages?","The different steps involved in reconstructing implicit warrants for argument reasoning comprehension are:
1. Sampling comments
2. Stance annotation
3. Reason span annotations
4. Reason gist summarization
5. Reason disambiguation
6. Alternative warrant
7. Alternative warrant validation
8. Warrant for original claim
9. Warrant validation",1708.01425v4.pdf,"['1708.01425v4.pdf', '1703.10730v2.pdf', '1703.00060v2.pdf', '1802.07459v2.pdf', '1709.08294v3.pdf', '1705.08016v3.pdf', '1703.00899v2.pdf']","The figure shows a schematic of the methodology for reconstructing implicit warrants for argument reasoning comprehension. The figure shows the different steps involved in the process, from sampling comments to validating the warrant for the original claim.",1708.01425v4-Figure2-1.png,The Argument Reasoning Comprehension Task: Identification and Reconstruction of Implicit Warrants,"Reasoning is a crucial part of natural language argumentation. To comprehend
an argument, one must analyze its warrant, which explains why its claim follows
from its premises. As arguments are highly contextualized, warrants are usually
presupposed and left implicit. Thus, the comprehension does not only require
language understanding and logic skills, but also depends on common sense. In
this paper we develop a methodology for reconstructing warrants systematically.
We operationalize it in a scalable crowdsourcing process, resulting in a freely
licensed dataset with warrants for 2k authentic arguments from news comments.
On this basis, we present a new challenging task, the argument reasoning
comprehension task. Given an argument with a claim and a premise, the goal is
to choose the correct implicit warrant from two options. Both warrants are
plausible and lexically close, but lead to contradicting claims. A solution to
this task will define a substantial step towards automatic warrant
reconstruction. However, experiments with several neural attention and language
models reveal that current approaches do not suffice.",Overview of the methodology of reconstructing implicit warrants for argument reasoning comprehension.
spiqa_177,1805.04687v2,"Based on the figure depicting the BDD100K dataset, what are the detailed types of annotations visualized, including object bounding boxes around cars, lane markings, colored areas for drivable regions, and other provided annotations such as scene tagging and segmentation data?","The dataset includes a rich set of annotations: scene tagging, object bounding box, lane marking, drivable area, full-frame semantic and instance segmentation, multiple object tracking, and multiple object tracking with segmentation.",1805.04687v2.pdf,"['1805.04687v2.pdf', '1702.08694v3.pdf', '1704.05426v4.pdf', '1805.00912v4.pdf', '1705.09296v2.pdf', '1811.10673v1.pdf', '1803.03467v4.pdf', '1811.08257v1.pdf']","The figure shows different types of annotations that are included in the dataset. For example, the bounding boxes around the cars indicate the object bounding box annotations, the different colored lines on the road indicate the lane marking annotations, and the different colored areas indicate the drivable area annotations.",1805.04687v2-Figure1-1.png,BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning,"Datasets drive vision progress, yet existing driving datasets are
impoverished in terms of visual content and supported tasks to study multitask
learning for autonomous driving. Researchers are usually constrained to study a
small set of problems on one dataset, while real-world computer vision
applications require performing tasks of various complexities. We construct
BDD100K, the largest driving video dataset with 100K videos and 10 tasks to
evaluate the exciting progress of image recognition algorithms on autonomous
driving. The dataset possesses geographic, environmental, and weather
diversity, which is useful for training models that are less likely to be
surprised by new conditions. Based on this diverse dataset, we build a
benchmark for heterogeneous multitask learning and study how to solve the tasks
together. Our experiments show that special training strategies are needed for
existing models to perform such heterogeneous tasks. BDD100K opens the door for
future studies in this important venue.","Overview of our dataset. Our dataset includes a diverse set of driving videos under various weather conditions, time, and scene types. The dataset also comes with a rich set of annotations: scene tagging, object bounding box, lane marking, drivable area, full-frame semantic and instance segmentation, multiple object tracking, and multiple object tracking with segmentation."
spiqa_178,1804.01429v3,"Based on the process shown in Figure 4, what are the three types of features extracted by the Layout-induced Video Representation Network that focus on place-specific activities, agent movement directions, and place connectivity?","The Layout-induced Video Representation Network uses three types of features: place-based features, distance-based features, and topological features.",1804.01429v3.pdf,"['1804.01429v3.pdf', '1710.05654v2.pdf', '1611.07718v2.pdf', '1705.02946v3.pdf', '1901.00056v2.pdf', '1804.05936v2.pdf', '1803.02750v3.pdf', '1705.02798v6.pdf', '1704.07121v2.pdf', '1612.02803v5.pdf', '1809.00263v5.pdf', '1802.07351v2.pdf', '1805.04609v3.pdf', '1803.01128v3.pdf']","The figure shows the different types of features used by the network. Place-based features are extracted by place-based models (NN-sidewalk, NN-street, NN-porch) and describe the activities occurring in different places. Distance-based features are extracted by distance-based place discretization and model the moving directions of agents. Topological features are extracted by topological feature aggregation and capture the connectivity of places.",1804.01429v3-Figure4-1.png,Layout-induced Video Representation for Recognizing Agent-in-Place Actions,"We address the recognition of agent-in-place actions, which are associated
with agents who perform them and places where they occur, in the context of
outdoor home surveillance. We introduce a representation of the geometry and
topology of scene layouts so that a network can generalize from the layouts
observed in the training set to unseen layouts in the test set. This
Layout-Induced Video Representation (LIVR) abstracts away low-level appearance
variance and encodes geometric and topological relationships of places in a
specific scene layout. LIVR partitions the semantic features of a video clip
into different places to force the network to learn place-based feature
descriptions; to predict the confidence of each action, LIVR aggregates
features from the place associated with an action and its adjacent places on
the scene layout. We introduce the Agent-in-Place Action dataset to show that
our method allows neural network models to generalize significantly better to
unseen scenes.","Figure 4. Layout-induced Video Representation Network: The dashed blue box indicates a shared 3D ConvNet to extract lowlevel features. We utilize the segmentation maps to decompose features into different places, and the solid blue boxes indicate that we train place-based models to extract place-based feature descriptions. When relevant to the activities of interest, we conduct distance-based place discretization to model moving directions; finally, we leverage the connectivity of places to aggregate the place-based feature descriptions at inference level."
spiqa_179,1703.07015v3,"In the LSTNet model architecture shown in Figure 2 of the paper ""Modeling Long- and Short-Term Temporal Patterns with Deep Neural Networks,"" how do the convolutional, recurrent, and autoregressive layers collaborate to capture both local short-term and global long-term time series dependencies, and how do their outputs contribute to the final prediction layer?","The LSTNet model has four main types of layers:

1. Convolutional layer: This layer extracts local dependency patterns from the input data. 
2. Recurrent and recurrent-skip layer: These layers capture long-term dependencies in the data. 
3. Fully connected and element-wise sum output layer: This layer combines the outputs from the convolutional and recurrent layers to produce the final prediction.
4. Autoregressive layer: This layer provides a linear bypass to the non-linear neural network part of the model. 

The convolutional layer receives the input data and passes its output to the recurrent and recurrent-skip layers. These layers then pass their output to the fully connected and element-wise sum output layer. The autoregressive layer receives the input data directly and its output is also fed into the fully connected and element-wise sum output layer.",1703.07015v3.pdf,"['1703.07015v3.pdf', '1804.04786v3.pdf', '1804.05995v2.pdf', '1811.08481v2.pdf', '1809.03149v2.pdf', '1707.06320v2.pdf', '1812.00108v4.pdf', '1811.07073v3.pdf']",The figure shows the different layers of the LSTNet model and how they are connected. The arrows indicate the direction of data flow.,1703.07015v3-Figure2-1.png,Modeling Long- and Short-Term Temporal Patterns with Deep Neural Networks,"Multivariate time series forecasting is an important machine learning problem
across many domains, including predictions of solar plant energy output,
electricity consumption, and traffic jam situation. Temporal data arise in
these real-world applications often involves a mixture of long-term and
short-term patterns, for which traditional approaches such as Autoregressive
models and Gaussian Process may fail. In this paper, we proposed a novel deep
learning framework, namely Long- and Short-term Time-series network (LSTNet),
to address this open challenge. LSTNet uses the Convolution Neural Network
(CNN) and the Recurrent Neural Network (RNN) to extract short-term local
dependency patterns among variables and to discover long-term patterns for time
series trends. Furthermore, we leverage traditional autoregressive model to
tackle the scale insensitive problem of the neural network model. In our
evaluation on real-world data with complex mixtures of repetitive patterns,
LSTNet achieved significant performance improvements over that of several
state-of-the-art baseline methods. All the data and experiment codes are
available online.",Figure 2: An overview of the Long- and Short-term Time-series network (LSTNet)
spiqa_180,1901.00056v2,"According to Figure 2, what are the four sequential steps that SYNONYMNET follows during the inference phase to transform a query entity into its discovered synonyms through context matching and synonym score calculations?"," The four steps involved in the synonym discovery process are: 

1. **Entity representation learning:** Learn entity representations from the corpus using WEMBED.
2. **NN search:** Perform a nearest neighbor search to find candidate entities for the query entity.
3. **Synonym score calculation:** Calculate the synonym score between the query entity and each candidate entity using SYNONYM NET.
4. **Synonym entity discovery:** Select the candidate entities with the highest synonym scores as the discovered synonym entities.",1901.00056v2.pdf,"['1901.00056v2.pdf', '1705.02946v3.pdf', '1804.05995v2.pdf', '1809.04276v2.pdf', '1606.07384v2.pdf', '1708.00160v2.pdf', '1703.04887v4.pdf', '1804.07707v2.pdf', '1704.07854v4.pdf', '1706.03847v3.pdf', '1805.01216v3.pdf', '1706.04269v2.pdf', '1701.03077v10.pdf']"," The figure shows the four steps involved in the synonym discovery process using {\modelname}. The figure shows how the query entity is first embedded into a vector space, and then how this vector is used to find candidate entities. The figure also shows how the SYNONYM NET is used to calculate the synonym score between the query entity and each candidate entity. Finally, the figure shows how the candidate entities with the highest synonym scores are selected as the discovered synonym entities.",1901.00056v2-Figure2-1.png,Entity Synonym Discovery via Multipiece Bilateral Context Matching,"Being able to automatically discover synonymous entities in an open-world
setting benefits various tasks such as entity disambiguation or knowledge graph
canonicalization. Existing works either only utilize entity features, or rely
on structured annotations from a single piece of context where the entity is
mentioned. To leverage diverse contexts where entities are mentioned, in this
paper, we generalize the distributional hypothesis to a multi-context setting
and propose a synonym discovery framework that detects entity synonyms from
free-text corpora with considerations on effectiveness and robustness. As one
of the key components in synonym discovery, we introduce a neural network model
SYNONYMNET to determine whether or not two given entities are synonym with each
other. Instead of using entities features, SYNONYMNET makes use of multiple
pieces of contexts in which the entity is mentioned, and compares the
context-level similarity via a bilateral matching schema. Experimental results
demonstrate that the proposed model is able to detect synonym sets that are not
observed during training on both generic and domain-specific datasets:
Wiki+Freebase, PubMed+UMLS, and MedBook+MKG, with up to 4.16% improvement in
terms of Area Under the Curve and 3.19% in terms of Mean Average Precision
compared to the best baseline method.",Figure 2: Synonym discovery during the inference phase with SYNONYMNET.
spiqa_181,1703.10730v2,"According to the network architecture depicted in Figure 2, what inputs are fed into the image generation network in your unsupervised image generation framework?",The inputs to the image generation network are the observed images (x) and a random noise vector (z).,1703.10730v2.pdf,"['1703.10730v2.pdf', '1805.00912v4.pdf', '1603.03833v4.pdf', '1811.06635v1.pdf', '1705.07164v8.pdf', '1709.02418v2.pdf']",The figure shows that the image generation network takes two inputs: one from the part encoding network (which represents the observed images) and one from a random noise vector.,1703.10730v2-Figure2-1.png,Unsupervised Holistic Image Generation from Key Local Patches,"We introduce a new problem of generating an image based on a small number of
key local patches without any geometric prior. In this work, key local patches
are defined as informative regions of the target object or scene. This is a
challenging problem since it requires generating realistic images and
predicting locations of parts at the same time. We construct adversarial
networks to tackle this problem. A generator network generates a fake image as
well as a mask based on the encoder-decoder framework. On the other hand, a
discriminator network aims to detect fake images. The network is trained with
three losses to consider spatial, appearance, and adversarial information. The
spatial loss determines whether the locations of predicted parts are correct.
Input patches are restored in the output image without much modification due to
the appearance loss. The adversarial loss ensures output images are realistic.
The proposed network is trained without supervisory signals since no labels of
key parts are required. Experimental results on six datasets demonstrate that
the proposed algorithm performs favorably on challenging objects and scenes.","Figure 2: Proposed network architecture. A bar represents a layer in the network. Layers of the same size and the same color have the same convolutional feature maps. Dashed lines in the part encoding network represent shared weights. In addition, E denotes an embedded vector and z is a random noise vector."
spiqa_182,1803.01128v3,"Based on Table 1, how do Seq2Sick's innovations in search strategy (group lasso and gradient regularization) and targeted keyword attack compare to the other RNN-based attack methods listed?","Seq2Sick differs from existing attack methods in two key aspects:

1. Search Strategy: While previous methods primarily rely on greedy search, which becomes increasingly inefficient for longer sequences, Seq2Sick employs group lasso regularization and projected gradient descent with gradient regularization. This allows for simultaneous searching of all replacement positions, leading to improved efficiency.

2. Targeted Attack Type: Existing methods focus on targeting specific classes or binary classifications, while Seq2Sick introduces a novel ""keyword"" target type, allowing attacks to be directed towards specific keywords within the generated sequence.",1803.01128v3.pdf,"['1803.01128v3.pdf', '1805.07567v2.pdf', '1812.06589v2.pdf', '1811.02553v4.pdf', '1603.03833v4.pdf', '1811.07073v3.pdf', '1611.07718v2.pdf', '1703.10730v2.pdf']","Table 1 provides a comparative overview of different attack methods, highlighting their characteristics in terms of gradient-based approach, word-level RNN usage, sequential output, and targeted attack type. By analyzing this information in conjunction with the passage's emphasis on Seq2Sick's unique search strategy and keyword targeting capability, we can identify the key differences between this method and existing approaches.",1803.01128v3-Table1-1.png,Seq2Sick: Evaluating the Robustness of Sequence-to-Sequence Models with Adversarial Examples,"Crafting adversarial examples has become an important technique to evaluate
the robustness of deep neural networks (DNNs). However, most existing works
focus on attacking the image classification problem since its input space is
continuous and output space is finite.
  In this paper, we study the much more challenging problem of crafting
adversarial examples for sequence-to-sequence (seq2seq) models, whose inputs
are discrete text strings and outputs have an almost infinite number of
possibilities. To address the challenges caused by the discrete input space, we
propose a projected gradient method combined with group lasso and gradient
regularization. To handle the almost infinite output space, we design some
novel loss functions to conduct non-overlapping attack and targeted keyword
attack. We apply our algorithm to machine translation and text summarization
tasks, and verify the effectiveness of the proposed algorithm: by changing less
than 3 words, we can make seq2seq model to produce desired outputs with high
success rates. On the other hand, we recognize that, compared with the
well-evaluated CNN-based classifiers, seq2seq models are intrinsically more
robust to adversarial attacks.","Table 1: Summary of existing works that are designed to attack RNN models. “BINARY” indicates the attack is for binary classifications, and there is no difference between untargeted and targeted attack in this case. “CLASS” means targeted attack to a specific class. “KEYWORD” means targeted attack to a specific keyword. Here we omit follow-up works based on Seq2Sick."
spiqa_183,1611.04684v1,"What educational approaches of the Bonaparte and Voltaire schools are contrasted in the figure titled ""A difficult example from QA,"" and how are these approaches specifically differentiated in terms of physical versus cognitive development, and their respective goals of leadership versus philosophical thinking?","The Bonaparte school focuses on outdoor physical activities, maneuvers, and strategies, with a specialization in horse riding, lances, and swords. They aim to develop students into good leaders. The Voltaire school, on the other hand, encourages independent thinking and focuses on indoor activities. They aim to instill good moral values and develop students into philosophical thinkers.",1611.04684v1.pdf,"['1611.04684v1.pdf', '1706.08146v3.pdf', '1803.04572v2.pdf', '1805.04609v3.pdf', '1805.02349v2.pdf', '1707.00524v2.pdf', '1804.04410v2.pdf', '1906.10843v1.pdf', '1701.06171v4.pdf', '1803.04383v2.pdf', '1705.09966v2.pdf', '1802.07351v2.pdf', '1805.01216v3.pdf', '1704.05426v4.pdf']","The figure presents a question and answer format, where the answer explicitly describes the contrasting educational approaches of the two schools.",1611.04684v1-Table1-1.png,Knowledge Enhanced Hybrid Neural Network for Text Matching,"Long text brings a big challenge to semantic matching due to their
complicated semantic and syntactic structures. To tackle the challenge, we
consider using prior knowledge to help identify useful information and filter
out noise to matching in long text. To this end, we propose a knowledge
enhanced hybrid neural network (KEHNN). The model fuses prior knowledge into
word representations by knowledge gates and establishes three matching channels
with words, sequential structures of sentences given by Gated Recurrent Units
(GRU), and knowledge enhanced representations. The three channels are processed
by a convolutional neural network to generate high level features for matching,
and the features are synthesized as a matching score by a multilayer
perceptron. The model extends the existing methods by conducting matching on
words, local structures of sentences, and global context of sentences.
Evaluation results from extensive experiments on public data sets for question
answering and conversation show that KEHNN can significantly outperform
the-state-of-the-art matching models and particularly improve the performance
on pairs with long text.",A difficult example from QA
spiqa_184,1811.10673v1,"What are the three key steps in the second encoding stage ($E_2$), as depicted in Figure 3, of your GAN-based video compression framework, and how do they contribute to the soft edge detection and compression process?","The second encoding stage involves three steps: down-sampling, soft edge detection, and spatio-temporal edge map compression.",1811.10673v1.pdf,"['1811.10673v1.pdf', '1708.03797v1.pdf', '1704.05958v2.pdf', '1612.02803v5.pdf', '1707.00524v2.pdf', '1705.09296v2.pdf', '1805.01216v3.pdf', '1811.08257v1.pdf']","The figure shows a schematic of the second encoding stage, with the three steps clearly labeled.",1811.10673v1-Figure3-1.png,Adversarial Video Compression Guided by Soft Edge Detection,"We propose a video compression framework using conditional Generative
Adversarial Networks (GANs). We rely on two encoders: one that deploys a
standard video codec and another which generates low-level maps via a pipeline
of down-sampling, a newly devised soft edge detector, and a novel lossless
compression scheme. For decoding, we use a standard video decoder as well as a
neural network based one, which is trained using a conditional GAN. Recent
""deep"" approaches to video compression require multiple videos to pre-train
generative networks to conduct interpolation. In contrast to this prior work,
our scheme trains a generative decoder on pairs of a very limited number of key
frames taken from a single video and corresponding low-level maps. The trained
decoder produces reconstructed frames relying on a guidance of low-level maps,
without any interpolation. Experiments on a diverse set of 131 videos
demonstrate that our proposed GAN-based compression engine achieves much higher
quality reconstructions at very low bitrates than prevailing standard codecs
such as H.264 or HEVC.",Figure 3: Overview of the second encoding stage (E2).
spiqa_185,1803.04572v2,What are the three constraints shown in the figure from the COPA paper that are applied to PARAFAC2 model factors for temporal phenotyping of EHR data?,"Non-negativity, smoothness, and sparsity.",1803.04572v2.pdf,"['1803.04572v2.pdf', '1611.03780v2.pdf', '1812.10735v2.pdf', '1809.03550v3.pdf', '1804.05938v2.pdf', '1705.10667v4.pdf', '1704.05426v4.pdf', '1707.00524v2.pdf', '1611.05742v3.pdf', '1705.09966v2.pdf', '1811.08481v2.pdf', '1906.10843v1.pdf', '1803.02750v3.pdf', '1805.04687v2.pdf']","The figure shows how COPA imposes three constraints on PARAFAC2 model factors: non-negativity, smoothness, and sparsity. The non-negativity constraint ensures that all factor values are non-negative. The smoothness constraint ensures that the factor values change smoothly over time. The sparsity constraint ensures that only a small number of factor values are non-zero.",1803.04572v2-Figure1-1.png,COPA: Constrained PARAFAC2 for Sparse & Large Datasets,"PARAFAC2 has demonstrated success in modeling irregular tensors, where the
tensor dimensions vary across one of the modes. An example scenario is modeling
treatments across a set of patients with the varying number of medical
encounters over time. Despite recent improvements on unconstrained PARAFAC2,
its model factors are usually dense and sensitive to noise which limits their
interpretability. As a result, the following open challenges remain: a) various
modeling constraints, such as temporal smoothness, sparsity and non-negativity,
are needed to be imposed for interpretable temporal modeling and b) a scalable
approach is required to support those constraints efficiently for large
datasets. To tackle these challenges, we propose a {\it CO}nstrained {\it
PA}RAFAC2 (COPA) method, which carefully incorporates optimization constraints
such as temporal smoothness, sparsity, and non-negativity in the resulting
factors. To efficiently support all those constraints, COPA adopts a hybrid
optimization framework using alternating optimization and alternating direction
method of multiplier (AO-ADMM). As evaluated on large electronic health record
(EHR) datasets with hundreds of thousands of patients, COPA achieves
significant speedups (up to 36 times faster) over prior PARAFAC2 approaches
that only attempt to handle a subset of the constraints that COPA enables.
Overall, our method outperforms all the baselines attempting to handle a subset
of the constraints in terms of speed, while achieving the same level of
accuracy. Through a case study on temporal phenotyping of medically complex
children, we demonstrate how the constraints imposed by COPA reveal concise
phenotypes and meaningful temporal profiles of patients. The clinical
interpretation of both the phenotypes and the temporal profiles was confirmed
by a medical expert.","An illustration of the constraints imposed by COPA on PARAFAC2 model factors, targeting temporal phenotyping via EHR data."
